json index,label index,Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign,end frame of video clip containing the sign,start frame of the sign,end frame of the sign,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,video file,sign type
4333,273,4359,GRADUAL-IMPROVE,GRADUAL-IMPROVE,GRADUAL-IMPROVE,2412,2589,2462,2539,B-L,A,B-L,A,ASL_2011_07_22_Brady_scene45-camera1.mov,Lexical Signs
4334,273,4360,GRADUAL-IMPROVE,GRADUAL-IMPROVE-A-LOT,GRADUAL-IMPROVE-A-LOT,796,960,846,910,B-L,psv,B-L,psv,ASL_2008_05_29b_scene5-camera1.mov,Lexical Signs
4335,273,4361,GRADUAL-IMPROVE,GRADUAL-IMPROVE-A-LOT,GRADUAL-IMPROVE-A-LOT,1250,1420,1300,1370,B-L,psv,B-L,psv,ASL_2008_05_29b_scene5-camera1.mov,Lexical Signs
4336,273,4362,GRADUAL-IMPROVE,GRADUAL-IMPROVE-A-LOT,GRADUAL-IMPROVE-A-LOT,1923,2085,1973,2035,B-L,psv,B-L,psv,ASL_2008_08_13_scene25-camera1.mov,Lexical Signs
4337,273,4363,GRADUAL-IMPROVE,GRADUAL-IMPROVE-A-LOT,GRADUAL-IMPROVE-A-LOT,2356,2516,2406,2466,B-L,A,B-L,A,ASL_2011_06_14_Brady_scene39-camera1.mov,Lexical Signs
4338,274,4364,GRADUATE,GRADUATE,GRADUATE,207,380,257,330,G,B-L,G,B-L,ASL_2008_02_01_scene11-camera1.mov,Lexical Signs
4339,274,4365,GRADUATE,GRADUATE,GRADUATE,2590,2725,2640,2675,G,B-L,G,B-L,ASL_2008_05_29a_scene40-camera1.mov,Lexical Signs
4340,274,4366,GRADUATE,GRADUATE,GRADUATE,3588,3725,3638,3675,alt-G_bent-L,B-L,alt-G_bent-L,B-L,ASL_2008_08_13_scene8-camera1.mov,Lexical Signs
4341,274,4367,GRADUATE,GRADUATE,GRADUATE,7481,7624,7531,7574,G,B-L,G,B-L,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4342,274,4368,GRADUATE,GRADUATE,GRADUATE,954,1092,1004,1042,G,B-L,G,B-L,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4343,274,4369,GRADUATE,GRADUATE,GRADUATE,801,942,851,892,tight-C-2,B-L,tight-C-2,B-L,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4348,275,4374,GRANDFATHER,GRANDFATHER,GRANDFATHER,915,1055,965,1005,5,,5,,ASL_2008_02_01_scene11-camera1.mov,Lexical Signs
4349,275,4375,GRANDFATHER,GRANDFATHER,GRANDFATHER,1681,1811,1731,1761,5,,5,,ASL_2008_05_29a_scene41-camera1.mov,Lexical Signs
4350,275,4376,GRANDFATHER,GRANDFATHER,GRANDFATHER,1035,1160,1085,1110,crvd-5,,crvd-5,,ASL_2008_08_13_scene9-camera1.mov,Lexical Signs
4351,275,4377,GRANDFATHER,GRANDFATHER,GRANDFATHER,8550,8676,8600,8626,5,,5,,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4352,275,4378,GRANDFATHER,GRANDFATHER,GRANDFATHER,1383,1510,1433,1460,5,,5,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4353,275,4379,GRANDFATHER,GRANDFATHER,GRANDFATHER,1222,1388,1272,1338,5,,5,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4354,276,4380,GRANDMOTHER,GRANDMOTHER,GRANDMOTHER,1165,1307,1215,1257,5,,5,,ASL_2008_02_01_scene11-camera1.mov,Lexical Signs
4355,276,4381,GRANDMOTHER,GRANDMOTHER,GRANDMOTHER,1820,1951,1870,1901,5,,5,,ASL_2008_05_29a_scene41-camera1.mov,Lexical Signs
4356,276,4382,GRANDMOTHER,GRANDMOTHER,GRANDMOTHER,1255,1382,1305,1332,5,,crvd-5,,ASL_2008_08_13_scene9-camera1.mov,Lexical Signs
4357,276,4383,GRANDMOTHER,GRANDMOTHER,GRANDMOTHER,8944,9071,8994,9021,5,,5,,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4358,276,4384,GRANDMOTHER,GRANDMOTHER,GRANDMOTHER,1792,1916,1842,1866,5,,5,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4359,276,4385,GRANDMOTHER,GRANDMOTHER,GRANDMOTHER,1643,1795,1693,1745,5,,5,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4364,277,4390,GRASS,GRASS,GRASS+,1640,1770,1690,1720,5-C-L,,5-C-L,,ASL_2008_02_01_scene11-camera1.mov,Lexical Signs
4365,277,4391,GRASS,GRASS,GRASS+,1900,2025,1950,1975,crvd-5,,crvd-5,,ASL_2008_08_13_scene9-camera1.mov,Lexical Signs
4366,277,4392,GRASS,GRASS,GRASS+,9555,9687,9605,9637,crvd-5,,crvd-5,,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs
4367,277,4393,GRASS,GRASS,GRASS+,2054,2184,2104,2134,5-C-L,,5-C-L,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4368,277,4394,GRASS,GRASS,GRASS+,1929,2083,1979,2033,5,,5,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4369,277,4395,GRASS,GRASS,GRASS++,2190,2335,2240,2285,crvd-5,,crvd-5,,ASL_2008_05_29a_scene41-camera1.mov,Lexical Signs
4378,278,4404,GREEN,GREEN,GREEN,455,586,505,536,G,,G,,ASL_2008_02_01_scene12-camera1.mov,Lexical Signs
4379,278,4405,GREEN,GREEN,GREEN,940,1085,990,1035,G,,G,,ASL_2008_05_29a_scene42-camera1.mov,Lexical Signs
4380,278,4406,GREEN,GREEN,GREEN,1440,1556,1490,1506,alt-G_bent-L,,alt-G_bent-L,,ASL_2008_08_13_scene10-camera1.mov,Lexical Signs
4381,278,4407,GREEN,GREEN,GREEN,2195,2330,2245,2280,alt-G_bent-L,,alt-G_bent-L,,ASL_2011_06_14_Brady_scene29-camera1.mov,Lexical Signs
4382,278,4408,GREEN,GREEN,GREEN,2443,2564,2493,2514,G,,G,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4383,278,4409,GREEN,GREEN,GREEN,2345,2491,2395,2441,tight-C-2,,tight-C-2,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4398,279,4425,GROUND,GROUND,GROUND+,2595,2740,2645,2690,flat-O,flat-O,flat-O,flat-O,ASL_2008_08_13_session2_scene13-camera1.mov,Lexical Signs
4399,279,4426,GROUND,GROUND,GROUND+,2650,2776,2700,2726,flat-O,flat-O,flat-O,flat-O,ASL_2011_06_08_Brady_scene35-camera1.mov,Lexical Signs
4400,279,4427,GROUND,GROUND,GROUND+,6862,6990,6912,6940,flat-O,flat-O,A,A,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs
4401,279,4428,GROUND,GROUND,GROUND++,3605,3745,3655,3695,flat-O,flat-O,flat-O,flat-O,ASL_2008_02_01_scene58-camera1.mov,Lexical Signs
4402,279,4429,GROUND,GROUND,GROUND++,1306,1455,1356,1405,flat-O,flat-O,flat-O,flat-O,ASL_2008_05_29b_scene16-camera1.mov,Lexical Signs
4403,279,4430,GROUND,GROUND,GROUND++,2102,2237,2152,2187,flat-O,flat-O,flat-O,flat-O,ASL_2008_08_06_scene18-camera1.mov,Lexical Signs
4404,279,4431,GROUND,GROUND,GROUND++,425,566,475,516,flat-O,flat-O,A,A,ASL_2011_07_22_Brady_scene47-camera1.mov,Lexical Signs
4405,279,4432,GROUND,GROUND,GROUND+++,4845,4988,4895,4938,flat-O,flat-O,A,A,ASL_2008_06_10_scene10-camera1.mov,Lexical Signs
4413,280,4441,GROW,GROW,GROW,196,340,246,290,flat-O,C,5,C,ASL_2008_02_01_scene13-camera1.mov,Lexical Signs
4414,280,4443,GROW,GROW,GROW,3310,3456,3360,3406,flat-O,C,crvd-5,C,ASL_2008_05_29a_scene42-camera1.mov,Lexical Signs
4415,280,4444,GROW,GROW,GROW,7385,7525,7435,7475,flat-O,C,crvd-sprd-B,crvd-5,ASL_2008_08_13_scene10-camera1.mov,Lexical Signs
4416,280,4445,GROW,GROW,GROW,6019,6158,6069,6108,flat-O,C,crvd-sprd-B,C,ASL_2011_06_14_Brady_scene29-camera1.mov,Lexical Signs
4417,280,4447,GROW,GROW,GROW+,2605,2740,2655,2690,flat-O,C,5,C,ASL_2008_02_29_scene41-camera1.mov,Lexical Signs
4418,280,4448,GROW,GROW,GROW+,842,982,892,932,S,C,5,C,ASL_2011_07_19_Brady_scene94-camera1.mov,Lexical Signs
4419,280,207794,GROW,GROW,GROW,2344,2474,2394,2424,flat-O,crvd-B,5,crvd-B,ASL_2006_10_10_scene25-camera1.mov,Lexical Signs
4423,281,4452,GUILTY,GUILTY,GUILTY+,1491,1640,1541,1590,G,,G,,ASL_2008_01_11_scene19-camera1.mov,Lexical Signs
4424,281,4453,GUILTY,GUILTY,GUILTY+,1687,1840,1737,1790,G,,G,,ASL_2008_02_01_scene13-camera1.mov,Lexical Signs
4425,281,4454,GUILTY,GUILTY,GUILTY+,1922,2041,1972,1991,G,,G,,ASL_2008_08_13_scene11-camera1.mov,Lexical Signs
4426,281,4455,GUILTY,GUILTY,GUILTY++,1280,1465,1330,1415,G,,G,,ASL_2008_05_12a_scene13-camera1.mov,Lexical Signs
4427,281,4456,GUILTY,GUILTY,GUILTY++,1715,1865,1765,1815,G,,G,,ASL_2008_05_29a_scene43-camera1.mov,Lexical Signs
4428,281,4457,GUILTY,GUILTY,GUILTY++,9487,9624,9537,9574,G,,G,,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs
4429,281,4458,GUILTY,GUILTY,GUILTY++,7415,7564,7465,7514,G,,G,,ASL_2011_06_14_Brady_scene29-camera1.mov,Lexical Signs
4430,281,207968,GUILTY,GUILTY,GUILTY+,1648,1788,1698,1738,G,,G,,ASL_2008_08_04_scene13-camera1.mov,Lexical Signs
4431,282,4459,GUITAR,GUITAR,GUITAR++,196,340,246,290,loose-E,loose-E,loose-E,loose-E,ASL_2008_01_11_scene21-camera1.mov,Lexical Signs
4432,282,4460,GUITAR,GUITAR,GUITAR++,2390,2571,2440,2521,crvd-5,5-C-L,crvd-5,5-C-L,ASL_2008_02_01_scene13-camera1.mov,Lexical Signs
4433,282,4461,GUITAR,GUITAR,GUITAR++,476,615,526,565,5-C-L,A,5-C-L,A,ASL_2008_05_12a_scene14-camera1.mov,Lexical Signs
4434,282,4462,GUITAR,GUITAR,GUITAR++,1930,2080,1980,2030,crvd-5,10,crvd-5,10,ASL_2008_05_29a_scene43-camera1.mov,Lexical Signs
4435,282,4463,GUITAR,GUITAR,GUITAR++,2156,2296,2206,2246,crvd-sprd-B,10,crvd-sprd-B,10,ASL_2008_05_29a_scene43-camera1.mov,Lexical Signs
4436,282,4464,GUITAR,GUITAR,GUITAR++,553,700,603,650,F,E,F,E,ASL_2008_08_04_scene14-camera1.mov,Lexical Signs
4437,282,4465,GUITAR,GUITAR,GUITAR++,2257,2430,2307,2380,flat-O,full-M,flat-O,full-M,ASL_2008_08_13_scene11-camera1.mov,Lexical Signs
4438,282,4466,GUITAR,GUITAR,GUITAR++,2572,2745,2622,2695,5,10,5,10,ASL_2008_08_13_scene11-camera1.mov,Lexical Signs
4439,282,4467,GUITAR,GUITAR,GUITAR++,11683,11822,11733,11772,crvd-5,10,crvd-5,10,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs
4440,282,4468,GUITAR,GUITAR,GUITAR++,201,336,251,286,crvd-5,5-C-L,crvd-5,5-C-L,ASL_2011_06_14_Brady_scene30-camera1.mov,Lexical Signs
4441,282,4469,GUITAR,GUITAR,GUITAR++,492,624,542,574,crvd-5,5-C-L,crvd-5,5-C-L,ASL_2011_06_14_Brady_scene30-camera1.mov,Lexical Signs
4442,282,4470,GUITAR,GUITAR,GUITAR+++,1980,2145,2030,2095,A,10,A,10,ASL_2008_02_01_scene13-camera1.mov,Lexical Signs
4472,31,4500,HAIRCUT,HAIRCUT,HAIRCUT+,1180,1318,1230,1268,V,V,U,U,ASL_2008_08_13_session2_scene12-camera1.mov,Lexical Signs
4473,31,4501,HAIRCUT,HAIRCUT,HAIRCUT+++,1497,1643,1547,1593,V,V,U,U,ASL_2008_06_10_scene9-camera1.mov,Lexical Signs
4474,283,4503,HAIRCUT/TRIM,HAIRCUT/TRIM,HAIRCUT/TRIM,3111,3240,3161,3190,V,V,bent-U,bent-U,ASL_2008_03_28_scene30-camera1.mov,Lexical Signs
4475,283,4504,HAIRCUT/TRIM,HAIRCUT/TRIM,HAIRCUT/TRIM,1800,1942,1850,1892,V,V,U,U,ASL_2008_05_29a_scene20-camera1.mov,Lexical Signs
4476,283,4505,HAIRCUT/TRIM,HAIRCUT/TRIM,HAIRCUT/TRIM++,1095,1247,1145,1197,V,V,U,U,ASL_2008_01_18_scene40-camera1.mov,Lexical Signs
4477,283,4506,HAIRCUT/TRIM,HAIRCUT/TRIM,HAIRCUT/TRIM++,3546,3682,3596,3632,V,V,U,U,ASL_2011_06_14_Brady_scene17-camera1.mov,Lexical Signs
4478,283,207848,HAIRCUT/TRIM,HAIRCUT/TRIM,HAIRCUT/TRIM,1340,1461,1390,1411,V,V,U,U,ASL_2011_07_22_Brady_scene19-camera1.mov,Lexical Signs
4479,283,4507,HAIRCUT/TRIM,HAIRCUT/TRIM_2,HAIRCUT/TRIM_2,1835,1965,1885,1915,V,V,U,U,ASL_2008_08_06_scene40-camera1.mov,Lexical Signs
4480,31,4508,HAIRCUT,HAIRCUT_2,HAIRCUT_2+,1315,1472,1365,1422,V,V,U,U,ASL_2008_02_01_scene57-camera1.mov,Lexical Signs
4481,284,4509,HALF,HALF,HALF,2197,2340,2247,2290,1,,V,,ASL_2008_02_01_scene15-camera1.mov,Number Signs
4482,284,4510,HALF,HALF,HALF,2560,2700,2610,2650,1,,V,,ASL_2008_02_15_scene24-camera1.mov,Number Signs
4483,284,4511,HALF,HALF,HALF,4075,4200,4125,4150,1,,V,,ASL_2008_05_29a_scene44-camera1.mov,Number Signs
4484,284,4512,HALF,HALF,HALF,8584,8704,8634,8654,1,,V,,ASL_2011_06_14_Brady_scene30-camera1.mov,Number Signs
4485,284,4513,HALF,HALF,HALF,3492,3616,3542,3566,1,,V,,ASL_2011_07_19_Brady_scene19-camera1.mov,Number Signs
4486,284,4514,HALF,HALF,HALF,140,262,190,212,1,,V,,ASL_2011_07_19_Brady_scene20-camera1.mov,Number Signs
4489,284,4517,HALF,HALF_2,HALF_2,2771,2915,2821,2865,1,,V,,ASL_2008_02_15_scene24-camera1.mov,Number Signs
4494,285,4523,HALLOWEEN,HALLOWEEN,HALLOWEEN,2420,2550,2470,2500,crvd-flat-B,crvd-flat-B,crvd-flat-B,crvd-flat-B,ASL_2008_02_01_scene58-camera1.mov,Lexical Signs
4495,285,4524,HALLOWEEN,HALLOWEEN,HALLOWEEN,2485,2608,2535,2558,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_06_10_scene10-camera1.mov,Lexical Signs
4496,285,4525,HALLOWEEN,HALLOWEEN,HALLOWEEN,561,692,611,642,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_scene13-camera1.mov,Lexical Signs
4497,285,4526,HALLOWEEN,HALLOWEEN,HALLOWEEN,1435,1560,1485,1510,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_session2_scene13-camera1.mov,Lexical Signs
4498,285,4528,HALLOWEEN,HALLOWEEN,HALLOWEEN+,950,1100,1000,1050,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene16-camera1.mov,Lexical Signs
4499,285,4529,HALLOWEEN,HALLOWEEN,HALLOWEEN+,1833,1954,1883,1904,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4500,285,207799,HALLOWEEN,HALLOWEEN,HALLOWEEN,4824,4947,4874,4897,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs
4501,285,207800,HALLOWEEN,HALLOWEEN,HALLOWEEN,5120,5236,5170,5186,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs
4506,286,4534,HAMBURGER,HAMBURGER,HAMBURGER,632,770,682,720,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene46-camera1.mov,Lexical Signs
4507,286,4535,HAMBURGER,HAMBURGER,HAMBURGER,1446,1600,1496,1550,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs
4508,286,4536,HAMBURGER,HAMBURGER,HAMBURGER,3702,3828,3752,3778,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4509,286,4537,HAMBURGER,HAMBURGER,HAMBURGER,1225,1356,1275,1306,C,C,C,C,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4510,286,4538,HAMBURGER,HAMBURGER,HAMBURGER,1076,1238,1126,1188,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4511,286,4539,HAMBURGER,HAMBURGER-pl,HAMBURGER-pl,1620,1785,1670,1735,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs
4512,286,4540,HAMBURGER,HAMBURGER-pl,HAMBURGER-pl,4031,4202,4081,4152,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4513,19,4541,HAMMER,HAMMER,HAMMER,1745,1900,1795,1850,X-over-thumb,S,X-over-thumb,S,ASL_2008_02_01_scene16-camera1.mov,Lexical Signs
4514,19,4542,HAMMER,HAMMER,HAMMER,5881,6010,5931,5960,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_08_13_scene13-camera1.mov,Lexical Signs
4515,19,4543,HAMMER,HAMMER,HAMMER,18520,18659,18570,18609,X-over-thumb,A,X-over-thumb,A,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
4516,19,4544,HAMMER,HAMMER,HAMMER,4292,4422,4342,4372,X-over-thumb,A,X-over-thumb,A,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4527,287,4555,HANGER,HANGER,HANGER,1191,1355,1241,1305,X,1,X,1,ASL_2008_02_01_scene18-camera1.mov,Lexical Signs
4528,287,4557,HANGER,HANGER,HANGER,4975,5096,5025,5046,X,1,X,1,ASL_2008_05_29a_scene45-camera1.mov,Lexical Signs
4529,287,4558,HANGER,HANGER,HANGER+,282,413,332,363,X,1,X,1,ASL_2008_08_13_scene14-camera1.mov,Lexical Signs
4530,287,4559,HANGER,HANGER,HANGER++,1426,1600,1476,1550,X,1,X,1,ASL_2008_02_01_scene18-camera1.mov,Lexical Signs
4531,287,4560,HANGER,HANGER,HANGER++,212,342,262,292,X,1,X,1,ASL_2008_05_29a_scene46-camera1.mov,Lexical Signs
4532,287,4561,HANGER,HANGER,HANGER++,6026,6151,6076,6101,X,1,X,1,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4533,287,207802,HANGER,HANGER,HANGER,7906,8028,7956,7978,X,1,X,1,ASL_2008_08_13_scene13-camera1.mov,Lexical Signs
4534,287,4562,HANGER,HANGER_2,HANGER_2++,5789,5923,5839,5873,X,1,X,1,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4539,288,4567,HAPPEN,HAPPEN,HAPPEN,1955,2095,2005,2045,1,1,1,1,ASL_2008_02_01_scene18-camera1.mov,Lexical Signs
4540,288,4568,HAPPEN,HAPPEN,HAPPEN,2293,2427,2343,2377,1,1,1,1,ASL_2008_03_28_scene39-camera1.mov,Lexical Signs
4541,288,4569,HAPPEN,HAPPEN,HAPPEN,647,775,697,725,1,1,1,1,ASL_2008_05_29a_scene46-camera1.mov,Lexical Signs
4542,288,4570,HAPPEN,HAPPEN,HAPPEN,870,983,920,933,1,1,1,1,ASL_2008_08_13_scene14-camera1.mov,Lexical Signs
4543,288,4571,HAPPEN,HAPPEN,HAPPEN,6480,6595,6530,6545,1,1,1,1,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4544,288,4572,HAPPEN,HAPPEN,HAPPEN,1516,1630,1566,1580,1,1,1,1,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4545,288,4573,HAPPEN,HAPPEN,HAPPEN,1374,1511,1424,1461,1,1,1,1,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4546,20,4574,HAPPY,HAPPY,HAPPY+,3341,3495,3391,3445,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene37-camera1.mov,Lexical Signs
4547,20,4575,HAPPY,HAPPY,HAPPY+,3820,3975,3870,3925,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene31-camera1.mov,Lexical Signs
4548,20,4576,HAPPY,HAPPY,HAPPY+,6309,6439,6359,6389,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene43-camera1.mov,Lexical Signs
4549,289,4577,HARD,HARD,HARD,2605,2742,2655,2692,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_02_01_scene18-camera1.mov,Lexical Signs
4550,289,4578,HARD,HARD,HARD,1385,1507,1435,1457,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_05_29a_scene46-camera1.mov,Lexical Signs
4551,289,4579,HARD,HARD,HARD,1700,1823,1750,1773,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_08_13_scene14-camera1.mov,Lexical Signs
4552,289,4580,HARD,HARD,HARD,6902,7022,6952,6972,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4553,289,4581,HARD,HARD,HARD,1655,1772,1705,1722,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4554,289,4582,HARD,HARD,HARD++,1498,1654,1548,1604,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4555,290,4583,HARD-OF-HEARING,HARD-OF-HEARING,HARD-OF-HEARING,2420,2566,2470,2516,U,,U,,ASL_2008_02_01_scene18-camera1.mov,Lexical Signs
4556,290,4584,HARD-OF-HEARING,HARD-OF-HEARING,HARD-OF-HEARING,1146,1277,1196,1227,U,,U,,ASL_2008_05_29a_scene46-camera1.mov,Lexical Signs
4557,290,4585,HARD-OF-HEARING,HARD-OF-HEARING,HARD-OF-HEARING,1445,1570,1495,1520,U,,U,,ASL_2008_08_13_scene14-camera1.mov,Lexical Signs
4558,290,4586,HARD-OF-HEARING,HARD-OF-HEARING,HARD-OF-HEARING,628,756,678,706,U,,U,,ASL_2011_06_14_Brady_scene32-camera1.mov,Lexical Signs
4559,290,4587,HARD-OF-HEARING,HARD-OF-HEARING,HARD-OF-HEARING,595,720,645,670,U,,U,,ASL_2006_10_10_scene14-camera1.mov,Lexical Signs
4560,290,4588,HARD-OF-HEARING,HARD-OF-HEARING,HARD-OF-HEARING,989,1131,1039,1081,U,,U,,ASL_2007_05_24_scene17-camera1.mov,Lexical Signs
4572,100,4600,HAVE,HAVE,HAVE,850,990,900,940,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_02_01_scene19-camera1.mov,Lexical Signs
4573,100,4601,HAVE,HAVE,HAVE,2916,3030,2966,2980,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_05_29a_scene47-camera1.mov,Lexical Signs
4574,100,4602,HAVE,HAVE,HAVE,946,1065,996,1015,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_13_scene15-camera1.mov,Lexical Signs
4575,100,4603,HAVE,HAVE,HAVE,2871,2986,2921,2936,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_14_Brady_scene32-camera1.mov,Lexical Signs
4576,100,4604,HAVE,HAVE,HAVE,1914,2023,1964,1973,B-L,B-L,bent-B-L,bent-B-L,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
4577,100,4605,HAVE,HAVE,HAVE,1774,1908,1824,1858,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
4578,291,4606,HEAD,HEAD,HEAD,1493,1632,1543,1582,bent-B,,bent-B,,ASL_2008_02_01_scene19-camera1.mov,Lexical Signs
4579,291,4607,HEAD,HEAD,HEAD,3550,3675,3600,3625,bent-B-L,,bent-B-L,,ASL_2008_05_29a_scene47-camera1.mov,Lexical Signs
4580,291,4608,HEAD,HEAD,HEAD,2251,2377,2301,2327,bent-B-L,,bent-B-L,,ASL_2008_08_13_scene15-camera1.mov,Lexical Signs
4581,291,4609,HEAD,HEAD,HEAD,4133,4253,4183,4203,C,,bent-B-L,,ASL_2011_06_14_Brady_scene32-camera1.mov,Lexical Signs
4582,291,4610,HEAD,HEAD,HEAD,1020,1140,1070,1090,bent-B-L,,bent-B-L,,ASL_2006_10_10_scene14-camera1.mov,Lexical Signs
4583,291,4611,HEAD,HEAD,HEAD,1380,1517,1430,1467,bent-B,,bent-B,,ASL_2007_05_24_scene17-camera1.mov,Lexical Signs
4585,292,4613,HEAD-COLD,HEAD-COLD,HEAD-COLD,2027,2165,2077,2115,L-X,,A,,ASL_2008_02_01_scene16-camera1.mov,Lexical Signs
4586,292,4614,HEAD-COLD,HEAD-COLD,HEAD-COLD,2395,2530,2445,2480,L-X,,X-over-thumb,,ASL_2008_08_04_scene51-camera1.mov,Lexical Signs
4587,292,4615,HEAD-COLD,HEAD-COLD,HEAD-COLD,6357,6486,6407,6436,L-X,,X-over-thumb,,ASL_2008_08_13_scene13-camera1.mov,Lexical Signs
4588,292,4616,HEAD-COLD,HEAD-COLD,HEAD-COLD,4534,4661,4584,4611,L-X,,A,,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4589,292,4617,HEAD-COLD,HEAD-COLD,HEAD-COLD,4799,4925,4849,4875,L-X,,cocked-S,,ASL_2011_06_14_Brady_scene31-camera1.mov,Lexical Signs
4590,292,4618,HEAD-COLD,HEAD-COLD,HEAD-COLD,1043,1198,1093,1148,cocked-S,,A,,ASL_2011_07_22_Brady_scene44-camera1.mov,Lexical Signs
4591,292,4619,HEAD-COLD,HEAD-COLD_2,HEAD-COLD_2,13256,13382,13306,13332,G,,baby-O,,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs
4602,293,4630,HEARING,HEARING,HEARING+,330,461,380,411,1,,1,,ASL_2008_08_13_scene16-camera1.mov,Lexical Signs
4603,293,4631,HEARING,HEARING,HEARING+,5495,5614,5545,5564,1,,1,,ASL_2011_06_14_Brady_scene32-camera1.mov,Lexical Signs
4604,293,4632,HEARING,HEARING,HEARING+,1286,1418,1336,1368,1,,1,,ASL_2006_10_10_scene14-camera1.mov,Lexical Signs
4605,293,4633,HEARING,HEARING,HEARING+,2424,2554,2474,2504,1,,1,,ASL_2006_10_10_scene22-camera1.mov,Lexical Signs
4606,293,4634,HEARING,HEARING,HEARING++,517,661,567,611,1,,1,,ASL_2008_02_01_scene20-camera1.mov,Lexical Signs
4607,293,4635,HEARING,HEARING,HEARING++,240,385,290,335,1,,1,,ASL_2008_05_29a_scene48-camera1.mov,Lexical Signs
4608,293,4636,HEARING,HEARING,HEARING++,1655,1812,1705,1762,1,,1,,ASL_2007_05_24_scene17-camera1.mov,Lexical Signs
